Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
641,Luiz Felipe,it ITA,DF,Rayo Vallecano,es La Liga,28.0,1997,4,4,221,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,3,0,0.00,0.03,641,it ITA,DF,es La Liga,28-191,1997,2.5,0,1,1,100.0,0.41,0.41,0.00,0.00,10.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,641,it ITA,DF,es La Liga,28-191,1997,2.5,110,119,92.4,1826,512,0,0.0,0.0,0.0,0,2,0,0,3,641,it ITA,DF,es La Liga,28-191,1997,2.5,119,106,13,1,0,1,0,0,0,0,0,0,110,0,0,641,it ITA,DF,es La Liga,28-191,1997,2.5,2,0.82,2,0,0,0,0,0,0,0.00,641,it ITA,DF,es La Liga,28-191,1997,2.5,4,2,4,0,0,5,60.0,2,2,1,1,5,9,7,0,641,it ITA,DF,es La Liga,28-191,1997,2.5,142,24,91,48,3,2,142,0,0,,0,,75,303,131,2,0,0,4,0,92,0,791,it ITA,DF,es La Liga,28-191,1997,4,221,55,35.1,2.5,4,55,4,0,,0,1.00,4,2,+2,+0.81,+1.91,4.8,3.1,+1.7,+0.69,641,it ITA,DF,es La Liga,28-191,1997,2.5,1,0,0,2,0,0,0,5,2,0,0,0,5,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Robin Fellhauer,de GER,"MF,DF",Augsburg,de Bundesliga,27.0,1998,5,3,326,3.6,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.4,3,10,14,0.28,0.11,642,de GER,"MF,DF",de Bundesliga,27-251,1998,3.6,0,5,1,20.0,1.38,0.28,0.00,0.00,16.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,642,de GER,"MF,DF",de Bundesliga,27-251,1998,3.6,83,113,73.5,1302,496,1,0.2,0.4,+0.8,1,2,3,1,10,642,de GER,"MF,DF",de Bundesliga,27-251,1998,3.6,113,97,15,0,0,0,12,14,0,0,0,0,83,1,5,642,de GER,"MF,DF",de Bundesliga,27-251,1998,3.6,6,1.66,5,0,0,0,0,1,1,0.28,642,de GER,"MF,DF",de Bundesliga,27-251,1998,3.6,11,9,8,2,1,11,45.5,6,2,0,2,3,14,9,1,642,de GER,"MF,DF",de Bundesliga,27-251,1998,3.6,156,6,47,62,49,11,156,3,1,33.3,2,66.7,68,283,159,3,4,1,3,2,77,14,792,de GER,"MF,DF",de Bundesliga,27-251,1998,5,326,65,72.4,3.6,3,79,3,2,45,0,0.60,6,9,-3,-0.83,-0.10,3.1,9.6,-6.6,-1.82,642,de GER,"MF,DF",de Bundesliga,27-251,1998,3.6,1,0,0,7,5,1,12,3,9,0,0,0,15,8,3,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Kiko Femenía,es ESP,"DF,FW",Getafe,es La Liga,34.0,1991,4,3,292,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,10,15,0.00,0.03,643,es ESP,"DF,FW",es La Liga,34-239,1991,3.2,0,1,0,0.0,0.31,0.00,0.00,,34.4,0,0,0,0.0,0.0,0.01,0.0,0.0,643,es ESP,"DF,FW",es La Liga,34-239,1991,3.2,106,126,84.1,1595,585,0,0.1,0.1,-0.1,3,12,2,1,10,643,es ESP,"DF,FW",es La Liga,34-239,1991,3.2,126,101,25,3,0,0,8,22,0,0,0,0,106,0,1,643,es ESP,"DF,FW",es La Liga,34-239,1991,3.2,5,1.55,5,0,0,0,0,0,0,0.00,643,es ESP,"DF,FW",es La Liga,34-239,1991,3.2,4,2,3,1,0,5,40.0,3,3,1,2,5,9,8,0,643,es ESP,"DF,FW",es La Liga,34-239,1991,3.2,160,6,37,78,46,0,160,3,1,33.3,2,66.7,69,359,161,4,5,0,5,3,83,15,793,es ESP,"DF,FW",es La Liga,34-239,1991,4,292,73,46.3,3.2,3,82,3,1,45,0,1.25,4,4,0,0.00,+0.27,1.8,2.9,-1.2,-0.36,643,es ESP,"DF,FW",es La Liga,34-239,1991,3.2,0,0,0,1,5,1,8,5,2,0,0,0,10,3,7,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Evan Ferguson,ie IRL,FW,Roma,it Serie A,20.0,2004,5,3,288,3.2,0,1,1,0,0,0,1,0,0.5,0.5,1.1,1.6,7,2,27,0.31,0.51,644,ie IRL,FW,it Serie A,20-345,2004,3.2,0,7,3,42.9,2.19,0.94,0.00,0.00,13.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5,644,ie IRL,FW,it Serie A,20-345,2004,3.2,53,68,77.9,675,90,1,1.1,0.3,-0.1,7,1,3,1,2,644,ie IRL,FW,it Serie A,20-345,2004,3.2,68,66,2,0,0,0,1,0,0,0,0,0,53,0,4,644,ie IRL,FW,it Serie A,20-345,2004,3.2,12,3.78,9,0,1,2,0,0,2,0.63,644,ie IRL,FW,it Serie A,20-345,2004,3.2,5,2,0,3,2,2,50.0,1,1,0,1,0,5,1,0,644,ie IRL,FW,it Serie A,20-345,2004,3.2,100,1,1,39,62,13,100,5,2,40.0,3,60.0,65,413,164,7,5,2,7,5,84,27,794,ie IRL,FW,it Serie A,20-345,2004,5,288,58,64.0,3.2,3,71,3,2,38,0,2.40,4,1,+3,+0.94,+0.38,4.0,1.8,+2.2,+0.70,644,ie IRL,FW,it Serie A,20-345,2004,3.2,1,0,0,7,5,0,1,0,2,0,0,0,4,5,13,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,26.0,1999,3,2,198,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,13,3,0.00,0.10,645,sct SCO,MF,it Serie A,26-036,1999,2.2,0,3,0,0.0,1.36,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,645,sct SCO,MF,it Serie A,26-036,1999,2.2,162,178,91.0,3103,646,0,0.1,0.2,-0.1,1,14,3,1,13,645,sct SCO,MF,it Serie A,26-036,1999,2.2,178,168,10,8,0,1,2,1,0,0,0,0,162,0,2,645,sct SCO,MF,it Serie A,26-036,1999,2.2,4,1.81,3,0,0,1,0,0,0,0.00,645,sct SCO,MF,it Serie A,26-036,1999,2.2,2,2,0,2,0,4,0.0,4,3,2,1,1,3,6,0,645,sct SCO,MF,it Serie A,26-036,1999,2.2,197,10,53,124,22,2,197,0,0,,0,,133,640,219,1,2,0,1,0,151,3,795,sct SCO,MF,it Serie A,26-036,1999,3,198,66,44.0,2.2,2,90,2,1,18,2,1.33,4,3,+1,+0.45,+0.81,2.6,2.8,-0.2,-0.09,645,sct SCO,MF,it Serie A,26-036,1999,2.2,0,0,0,5,2,0,2,1,2,0,0,0,9,7,5,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,31.0,1994,6,6,537,6.0,2,0,2,1,1,3,2,0,3.5,1.2,1.3,2.4,10,53,16,0.17,0.81,646,pt POR,MF,eng Premier League,31-021,1994,6.0,2,10,3,30.0,1.68,0.50,0.10,0.33,24.9,2,1,3,3.5,1.2,0.12,-1.5,-0.2,646,pt POR,MF,eng Premier League,31-021,1994,6.0,312,403,77.4,5770,1838,0,1.3,1.0,-1.3,16,39,11,1,53,646,pt POR,MF,eng Premier League,31-021,1994,6.0,403,356,45,31,5,8,26,3,11,10,0,1,312,2,8,646,pt POR,MF,eng Premier League,31-021,1994,6.0,37,6.21,27,5,1,3,1,0,0,0.00,646,pt POR,MF,eng Premier League,31-021,1994,6.0,14,7,6,6,2,17,47.1,9,4,1,3,0,14,12,0,646,pt POR,MF,eng Premier League,31-021,1994,6.0,459,18,81,259,127,11,456,8,4,50.0,3,37.5,242,1152,577,10,8,2,5,4,306,16,796,pt POR,MF,eng Premier League,31-021,1994,6,537,90,99.4,6.0,6,90,6,0,,0,1.17,7,11,-4,-0.67,-0.67,11.7,9.1,+2.6,+0.44,646,pt POR,MF,eng Premier League,31-021,1994,6.0,2,0,0,6,11,0,26,0,7,0,0,0,39,6,7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Mateus Fernandes,pt POR,"MF,FW",West Ham,eng Premier League,21.0,2004,3,3,221,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5,8,5,0.00,0.22,647,pt POR,"MF,FW",eng Premier League,21-081,2004,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,647,pt POR,"MF,FW",eng Premier League,21-081,2004,2.5,76,89,85.4,1208,205,0,0.5,0.3,-0.5,4,4,2,0,8,647,pt POR,"MF,FW",eng Premier League,21-081,2004,2.5,89,86,3,1,1,1,3,1,1,0,1,0,76,0,1,647,pt POR,"MF,FW",eng Premier League,21-081,2004,2.5,4,1.65,4,0,0,0,0,0,0,0.00,647,pt POR,"MF,FW",eng Premier League,21-081,2004,2.5,5,4,3,2,0,7,28.6,5,3,1,2,2,7,1,0,647,pt POR,"MF,FW",eng Premier League,21-081,2004,2.5,107,3,16,67,25,4,107,2,1,50.0,0,0.0,59,320,131,5,3,1,3,2,74,5,797,pt POR,"MF,FW",eng Premier League,21-081,2004,3,221,74,49.1,2.5,3,74,3,0,,0,1.00,1,4,-3,-1.22,+0.74,1.7,3.3,-1.6,-0.67,647,pt POR,"MF,FW",eng Premier League,21-081,2004,2.5,0,0,0,3,3,0,3,2,4,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,24.0,2001,6,6,529,5.9,3,1,4,2,1,1,1,0,3.4,2.6,0.8,3.4,8,37,23,0.51,0.71,648,ar ARG,MF,eng Premier League,24-255,2001,5.9,3,8,3,37.5,1.36,0.51,0.25,0.67,15.9,1,1,1,3.4,2.6,0.33,-0.4,-0.6,648,ar ARG,MF,eng Premier League,24-255,2001,5.9,296,356,83.1,4716,1140,1,0.8,0.5,+0.2,7,35,8,1,37,648,ar ARG,MF,eng Premier League,24-255,2001,5.9,356,333,23,12,1,2,13,2,9,6,0,0,296,0,4,648,ar ARG,MF,eng Premier League,24-255,2001,5.9,19,3.24,14,2,0,0,2,1,3,0.51,648,ar ARG,MF,eng Premier League,24-255,2001,5.9,10,5,5,3,2,10,30.0,7,5,1,4,3,13,3,0,648,ar ARG,MF,eng Premier League,24-255,2001,5.9,404,4,60,249,98,14,403,7,1,14.3,4,57.1,240,982,453,8,3,1,8,11,315,23,800,ar ARG,MF,eng Premier League,24-255,2001,6,529,88,98.0,5.9,6,88,6,0,,0,1.33,11,8,+3,+0.51,+0.51,9.5,7.7,+1.8,+0.31,648,ar ARG,MF,eng Premier League,24-255,2001,5.9,1,0,0,4,10,1,13,3,5,0,0,0,17,4,3,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Ezequiél Fernández,ar ARG,MF,Leverkusen,de Bundesliga,23.0,2002,2,0,72,0.8,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.04,649,ar ARG,MF,de Bundesliga,23-066,2002,0.8,0,1,0,0.0,1.25,0.00,0.00,,29.6,0,0,0,0.0,0.0,0.03,0.0,0.0,649,ar ARG,MF,de Bundesliga,23-066,2002,0.8,31,36,86.1,544,200,0,0.0,0.0,0.0,0,5,0,0,1,649,ar ARG,MF,de Bundesliga,23-066,2002,0.8,36,36,0,0,0,0,0,0,0,0,0,0,31,0,0,649,ar ARG,MF,de Bundesliga,23-066,2002,0.8,2,2.47,2,0,0,0,0,0,0,0.00,649,ar ARG,MF,de Bundesliga,23-066,2002,0.8,5,2,2,3,0,2,50.0,1,1,0,1,2,7,4,0,649,ar ARG,MF,de Bundesliga,23-066,2002,0.8,52,4,19,27,6,0,52,2,0,0.0,2,100.0,18,99,32,0,0,0,1,0,30,0,801,ar ARG,MF,de Bundesliga,23-066,2002,2,72,36,16.0,0.8,0,,0,2,36,0,3.00,1,0,+1,+1.25,+1.01,0.7,0.5,+0.3,+0.33,649,ar ARG,MF,de Bundesliga,23-066,2002,0.8,3,1,1,1,3,0,0,2,2,0,0,0,5,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Manu Fernández,es ESP,DF,Celta Vigo,es La Liga,24.0,2001,5,4,331,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,23,0,0.00,0.01,650,es ESP,DF,es La Liga,24-159,2001,3.7,0,2,0,0.0,0.54,0.00,0.00,,29.9,0,0,0,0.0,0.0,0.02,0.0,0.0,650,es ESP,DF,es La Liga,24-159,2001,3.7,238,262,90.8,4401,1563,0,0.0,0.1,0.0,0,20,1,0,23,650,es ESP,DF,es La Liga,24-159,2001,3.7,262,255,7,4,1,1,0,3,0,0,0,0,238,0,1,650,es ESP,DF,es La Liga,24-159,2001,3.7,3,0.82,3,0,0,0,0,0,2,0.55,650,es ESP,DF,es La Liga,24-159,2001,3.7,6,5,0,5,1,4,100.0,0,1,1,0,2,8,13,1,650,es ESP,DF,es La Liga,24-159,2001,3.7,292,15,99,182,13,0,292,1,0,0.0,1,100.0,181,948,675,4,4,0,2,0,231,0,803,es ESP,DF,es La Liga,24-159,2001,5,331,66,52.5,3.7,4,81,4,1,8,2,0.80,3,3,0,0.00,+0.90,3.8,2.8,+1.0,+0.28,650,es ESP,DF,es La Liga,24-159,2001,3.7,0,0,0,4,5,0,0,2,5,0,0,0,15,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Pedro Fernandez,es ESP,MF,Barcelona,es La Liga,17.0,2008,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,3,0.00,0.12,651,es ESP,MF,es La Liga,17-260,2008,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,651,es ESP,MF,es La Liga,17-260,2008,0.5,24,26,92.3,267,41,0,0.1,0.0,-0.1,2,1,0,0,2,651,es ESP,MF,es La Liga,17-260,2008,0.5,26,24,2,0,0,0,0,0,0,0,0,0,24,0,1,651,es ESP,MF,es La Liga,17-260,2008,0.5,3,6.00,3,0,0,0,0,0,0,0.00,651,es ESP,MF,es La Liga,17-260,2008,0.5,1,0,0,0,1,0,,0,0,0,0,0,1,0,0,651,es ESP,MF,es La Liga,17-260,2008,0.5,29,0,0,14,15,1,29,3,2,66.7,1,33.3,13,30,10,0,1,0,1,1,23,3,804,es ESP,MF,es La Liga,17-260,2008,1,45,45,7.1,0.5,1,45,1,0,,4,3.00,1,1,0,0.00,-2.46,0.8,0.6,+0.2,+0.49,651,es ESP,MF,es La Liga,17-260,2008,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,22.0,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.07,652,es ESP,DF,es La Liga,22-153,2003,0.5,0,1,0,0.0,2.00,0.00,0.00,,10.4,0,0,0,0.0,0.0,0.04,0.0,0.0,652,es ESP,DF,es La Liga,22-153,2003,0.5,30,35,85.7,565,148,0,0.0,0.0,0.0,0,3,0,0,1,652,es ESP,DF,es La Liga,22-153,2003,0.5,35,33,2,1,0,0,0,0,0,0,0,0,30,0,0,652,es ESP,DF,es La Liga,22-153,2003,0.5,0,0.00,0,0,0,0,0,0,0,0.00,652,es ESP,DF,es La Liga,22-153,2003,0.5,1,0,1,0,0,1,0.0,1,0,0,0,0,1,3,0,652,es ESP,DF,es La Liga,22-153,2003,0.5,40,2,14,26,1,1,40,0,0,,0,,22,73,32,0,0,0,0,0,26,0,805,es ESP,DF,es La Liga,22-153,2003,1,45,45,7.1,0.5,0,,0,1,45,2,3.00,0,1,-1,-2.00,-1.69,0.5,0.5,0.0,-0.08,652,es ESP,DF,es La Liga,22-153,2003,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Roberto Férnandez,es ESP,"FW,MF",Espanyol,es La Liga,23.0,2002,7,5,447,5.0,1,2,3,1,0,0,0,0,1.3,1.3,1.7,3.0,2,3,12,0.60,0.60,653,es ESP,"FW,MF",es La Liga,23-088,2002,5.0,1,9,4,44.4,1.81,0.81,0.11,0.25,14.7,0,0,0,1.3,1.3,0.14,-0.3,-0.3,653,es ESP,"FW,MF",es La Liga,23-088,2002,5.0,49,71,69.0,607,84,2,1.7,1.2,+0.3,7,2,0,0,3,653,es ESP,"FW,MF",es La Liga,23-088,2002,5.0,71,64,6,0,0,0,0,0,0,0,0,0,49,1,1,653,es ESP,"FW,MF",es La Liga,23-088,2002,5.0,13,2.63,9,0,0,2,2,0,4,0.81,653,es ESP,"FW,MF",es La Liga,23-088,2002,5.0,3,0,0,2,1,3,66.7,1,5,0,5,0,3,5,0,653,es ESP,"FW,MF",es La Liga,23-088,2002,5.0,122,5,11,61,50,17,122,4,0,0.0,4,100.0,57,213,64,2,4,2,13,6,81,12,807,es ESP,"FW,MF",es La Liga,23-088,2002,7,447,64,71.0,5.0,5,78,5,2,29,0,1.71,7,8,-1,-0.20,-1.18,8.0,6.5,+1.5,+0.30,653,es ESP,"FW,MF",es La Liga,23-088,2002,5.0,0,0,0,5,13,1,0,0,0,1,0,0,9,13,32,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Matias Fernandez-Pardo,be BEL,FW,Lille,fr Ligue 1,20.0,2005,6,4,420,4.7,2,1,3,2,0,0,2,0,1.3,1.3,1.9,3.2,20,16,46,0.64,0.68,654,be BEL,FW,fr Ligue 1,20-238,2005,4.7,2,10,4,40.0,2.14,0.86,0.20,0.50,16.2,0,0,0,1.3,1.3,0.13,+0.7,+0.7,654,be BEL,FW,fr Ligue 1,20-238,2005,4.7,102,126,81.0,1499,409,1,1.9,1.6,-0.9,9,4,12,3,16,654,be BEL,FW,fr Ligue 1,20-238,2005,4.7,126,121,5,0,1,0,15,0,5,1,2,0,102,0,4,654,be BEL,FW,fr Ligue 1,20-238,2005,4.7,20,4.30,13,2,1,2,2,0,2,0.43,654,be BEL,FW,fr Ligue 1,20-238,2005,4.7,3,1,1,2,0,3,33.3,2,5,0,5,0,3,1,0,654,be BEL,FW,fr Ligue 1,20-238,2005,4.7,162,0,5,37,122,30,162,10,5,50.0,4,40.0,110,921,529,20,10,15,4,3,129,46,809,be BEL,FW,fr Ligue 1,20-238,2005,6,420,70,77.8,4.7,4,86,4,2,38,0,1.67,6,8,-2,-0.43,-4.93,10.0,7.3,+2.7,+0.58,654,be BEL,FW,fr Ligue 1,20-238,2005,4.7,2,0,0,2,8,3,15,0,1,1,0,0,7,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Junior Firpo,do DOM,DF,Betis,es La Liga,29.0,1996,4,4,321,3.6,0,1,1,0,0,0,2,0,0.3,0.3,0.4,0.7,5,16,15,0.28,0.20,655,do DOM,DF,es La Liga,29-038,1996,3.6,0,3,0,0.0,0.84,0.00,0.00,,8.6,0,0,0,0.3,0.3,0.12,-0.3,-0.3,655,do DOM,DF,es La Liga,29-038,1996,3.6,172,218,78.9,2358,934,1,0.4,0.3,+0.6,5,5,4,2,16,655,do DOM,DF,es La Liga,29-038,1996,3.6,218,183,35,1,0,0,6,34,0,0,0,0,172,0,6,655,do DOM,DF,es La Liga,29-038,1996,3.6,10,2.82,9,0,0,0,0,1,2,0.56,655,do DOM,DF,es La Liga,29-038,1996,3.6,8,5,3,3,2,6,66.7,2,4,1,3,6,14,15,1,655,do DOM,DF,es La Liga,29-038,1996,3.6,265,5,81,113,72,7,265,6,3,50.0,2,33.3,139,540,239,5,7,1,3,2,161,15,813,do DOM,DF,es La Liga,29-038,1996,4,321,80,51.0,3.6,4,80,4,0,,3,1.75,7,5,+2,+0.56,-0.02,5.7,3.6,+2.1,+0.59,655,do DOM,DF,es La Liga,29-038,1996,3.6,2,0,0,4,5,0,6,6,5,0,0,0,13,10,2,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,23.0,2001,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.01,656,dk DEN,GK,fr Ligue 1,23-324,2001,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,656,dk DEN,GK,fr Ligue 1,23-324,2001,6.0,212,242,87.6,4728,2655,0,0.0,0.0,0.0,1,2,0,0,0,656,dk DEN,GK,fr Ligue 1,23-324,2001,6.0,242,213,29,8,0,0,0,0,0,0,0,0,212,0,0,656,dk DEN,GK,fr Ligue 1,23-324,2001,6.0,1,0.17,1,0,0,0,0,0,0,0.00,656,dk DEN,GK,fr Ligue 1,23-324,2001,6.0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,656,dk DEN,GK,fr Ligue 1,23-324,2001,6.0,262,221,261,1,0,0,262,0,0,,0,,184,686,445,0,0,0,0,0,171,0,814,dk DEN,GK,fr Ligue 1,23-324,2001,6,540,90,100.0,6.0,6,90,6,0,,0,0.33,5,13,-8,-1.33,,7.0,12.8,-5.8,-0.97,656,dk DEN,GK,fr Ligue 1,23-324,2001,6.0,0,0,0,0,2,0,0,0,0,0,0,0,10,3,0,100.0,33,dk DEN,GK,fr Ligue 1,23-324,2001,6,6,540,6.0,13,2.17,32,20,65.6,0,2,4,1,16.7,2,2,0,0,33,dk DEN,GK,fr Ligue 1,23-324,2001,6.0,13,2,0,0,1,13.8,0.39,+1.8,+0.29,17,43,39.5,221,26,16.3,25.8,89,3,3.4,9,1.50,13.7
657,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,24.0,2000,5,5,449,5.0,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,7,12,11,0.00,0.13,657,de GER,DF,de Bundesliga,24-352,2000,5.0,0,2,0,0.0,0.40,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,657,de GER,DF,de Bundesliga,24-352,2000,5.0,224,270,83.0,4181,1434,0,0.6,0.3,-0.6,3,14,3,2,12,657,de GER,DF,de Bundesliga,24-352,2000,5.0,270,222,48,7,0,2,11,41,0,0,0,0,224,0,6,657,de GER,DF,de Bundesliga,24-352,2000,5.0,13,2.62,11,2,0,0,0,0,1,0.20,657,de GER,DF,de Bundesliga,24-352,2000,5.0,9,6,5,1,3,9,55.6,4,4,0,4,6,15,21,0,657,de GER,DF,de Bundesliga,24-352,2000,5.0,325,24,139,119,68,5,325,2,0,0.0,2,100.0,154,697,384,7,1,1,5,2,195,11,815,de GER,DF,de Bundesliga,24-352,2000,5,449,90,99.8,5.0,5,90,5,0,,0,1.00,7,7,0,0.00,0.00,8.2,7.5,+0.7,+0.13,657,de GER,DF,de Bundesliga,24-352,2000,5.0,0,0,0,8,2,0,11,6,6,0,0,0,9,8,3,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
